Full_Domain,Domain,Entropy,Bigram_score,Trigram_score,Trigram_benign_score,Trigram_malicious_score
niwwntqeclqxhck.com,niwwntqeclqxhck,3.6818808028,0.100061605321,0.00363533978774,0.000342348510784,0.000510790448219,1
oxvxkobruhikhqo.net,oxvxkobruhikhqo,3.6818808028,0.0962939304463,0.00231862209324,0.000342348510784,0.000510790448219,1
hmmtwjbwdpxmfub.biz,hmmtwjbwdpxmfub,3.64214988164,0.0886359076668,0.0034633896524,0.000342348510784,0.000510790448219,1
iclutelkvlpyoaj.ru,iclutelkvlpyoaj,3.79465347354,0.108120066758,0.00510369994302,0.000342348510784,0.000510790448219,1
jqcqlyayetwuhkk.org,jqcqlyayetwuhkk,3.93213803976,0.0936207824731,0.00200017292561,0.000342348510784,0.000510790448219,1
kgbritkmwpohhgk.co.uk,kgbritkmwpohhgk,3.63041266087,0.100591803698,0.00321819000091,0.000342348510784,0.000510790448219,1
brpbhniedeorw.info,brpbhniedeorw,3.50325833478,0.111459526412,0.00621193142391,0.000299554946936,0.000446941642191,1
otqobfxqpyfxo.com,otqobfxqpyfxo,3.26393342949,0.0914614601821,0.00211669818495,0.000299554946936,0.000446941642191,1
cwaycwnfprtqp.net,cwaycwnfprtqp,3.49922754713,0.0983480113325,0.00615083104059,0.000299554946936,0.000446941642191,1
pybmvodrcmkwq.biz,pybmvodrcmkwq,3.8521687236,0.0906391598869,0.0050206069689,0.000299554946936,0.000446941642191,1
yctwlghiqawtw.ru,yctwlghiqawtw,3.57781953111,0.0885059850347,0.0010214139551,0.000299554946936,0.000446941642191,1
meukfxwudunao.org,meukfxwudunao,3.69011651759,0.105515341989,0.0075608398864,0.000299554946936,0.000446941642191,1
aheugpmjdncsw.co.uk,aheugpmjdncsw,3.93213803976,0.0956237903246,0.00609992883446,0.000299554946936,0.000446941642191,1
njfiahcvpisyx.info,njfiahcvpisyx,3.68354236243,0.0975281547231,0.00296829031993,0.000299554946936,0.000446941642191,1
jnxaxyiocwhfa.com,jnxaxyiocwhfa,3.61687460596,0.0954340788449,0.0017810451358,0.000299554946936,0.000446941642191,1
kbyccqvjoxtta.net,kbyccqvjoxtta,3.69011651759,0.0981145578757,0.00314511784437,0.000299554946936,0.000446941642191,1
ksixsinpokmes.biz,ksixsinpokmes,3.41041725276,0.130850010878,0.0068505146754,0.000299554946936,0.000446941642191,1
lgjawabkblysc.ru,lgjawabkblysc,3.625,0.0967879622731,0.00354852226196,0.000299554946936,0.000446941642191,1
hxcvcrhspspho.org,hxcvcrhspspho,3.2195282823,0.0972830530303,0.0036222151771,0.000299554946936,0.000446941642191,1
ildxgjunctcvo.co.uk,ildxgjunctcvo,3.6818808028,0.100122453099,0.00401222894464,0.000299554946936,0.000446941642191,1
idmtwbmtcgugo.info,idmtwbmtcgugo,3.61436944589,0.0949200902502,0.00378893320416,0.000299554946936,0.000446941642191,1
jqnvbsaoohhux.com,jqnvbsaoohhux,3.69011651759,0.0915490255925,0.00174858832841,0.000299554946936,0.000446941642191,1
premryxqsmmtk.net,premryxqsmmtk,3.45482239995,0.104246417373,0.00709181241562,0.000299554946936,0.000446941642191,1
dtfalteaonsil.biz,dtfalteaonsil,3.61687460596,0.127332162156,0.00654643163563,0.000299554946936,0.000446941642191,1
raojridehtkgm.ru,raojridehtkgm,3.70281953111,0.10677538788,0.00491365912814,0.000299554946936,0.000446941642191,1
fcpwldjnduque.org,fcpwldjnduque,3.8521687236,0.101127541097,0.00433271774771,0.000299554946936,0.000446941642191,1
nciivrwugiuvk.co.uk,nciivrwugiuvk,3.32636040795,0.0932112207213,0.003135895145,0.000299554946936,0.000446941642191,1
bejvpmdecjbkl.info,bejvpmdecjbkl,3.83659166811,0.100561176169,0.00566335817107,0.000299554946936,0.000446941642191,1
pksfvbciupsit.com,pksfvbciupsit,3.61687460596,0.105069206406,0.00603563597828,0.000299554946936,0.000446941642191,1
dmtspvirqqywl.net,dmtspvirqqywl,3.8521687236,0.0980803462735,0.00403971968315,0.000299554946936,0.000446941642191,1
xnmlikxprfupk.biz,xnmlikxprfupk,3.61687460596,0.0966541297436,0.00143430711145,0.000299554946936,0.000446941642191,1
ybnnmfcenmrvt.ru,ybnnmfcenmrvt,3.45281953111,0.0997720285452,0.00152795298197,0.000299554946936,0.000446941642191,1
avwiitddgmscm.org,avwiitddgmscm,3.61687460596,0.0992420745362,0.00621503521697,0.000299554946936,0.000446941642191,1
bjxkmohrctpim.co.uk,bjxkmohrctpim,3.72161172397,0.098341983574,0.00496943872337,0.000299554946936,0.000446941642191,1
vxqhmdwtfbdry.info,vxqhmdwtfbdry,3.94770277922,0.0883789948257,0.00256133871029,0.000278158165012,0.000446941642191,1
wlrjqxbibiaxi.com,wlrjqxbibiaxi,3.57246945877,0.0933872475601,0.00288909925708,0.000299554946936,0.000446941642191,1
xgbemmchtibei.net,xgbemmchtibei,3.33717534112,0.102307922829,0.00144707700289,0.000299554946936,0.000446941642191,1
ytcgqhgvppxki.biz,ytcgqhgvppxki,3.73452166478,0.087905408504,0.00124063042471,0.000278158165012,0.000446941642191,1
ogrexknpohmlb.ru,ogrexknpohmlb,3.75,0.103371659288,0.00280689308098,0.000299554946936,0.000446941642191,1
cisrrcdcbcdrs.org,cisrrcdcbcdrs,2.91099225302,0.110602933058,0.00738711615502,0.000299554946936,0.000446941642191,1
plccsaadhmicb.co.uk,plccsaadhmicb,3.61634856608,0.104451686986,0.00578183438604,0.000299554946936,0.000446941642191,1
dndpmrppthyic.info,dndpmrppthyic,3.57243125132,0.10061167901,0.00453481901561,0.000299554946936,0.000446941642191,1
kwvcldkggtagi.com,kwvcldkggtagi,3.57246945877,0.0974253570042,0.00295800346295,0.000299554946936,0.000446941642191,1
xywpfuassoqma.net,xywpfuassoqma,3.8521687236,0.105578959278,0.00205178457016,0.000299554946936,0.000446941642191,1
lcgagswtyyvwb.biz,lcgagswtyyvwb,3.61687460596,0.0929402159583,0.00318404827728,0.000299554946936,0.000446941642191,1
yehnakmgltmdc.ru,yehnakmgltmdc,3.875,0.09282519981,0.00126829852282,0.000299554946936,0.000446941642191,1
wcadovnanafye.org,wcadovnanafye,3.57246945877,0.119517662025,0.00439364077143,0.000299554946936,0.000446941642191,1
xpbfsnbuabrne.co.uk,xpbfsnbuabrne,3.6818808028,0.105527153138,0.00285797264672,0.000299554946936,0.000446941642191,1
xhkbjlangfbpe.info,xhkbjlangfbpe,3.83659166811,0.112952944303,0.0030374605652,0.000299554946936,0.000446941642191,1
yuldndnisgnen.com,yuldndnisgnen,3.49922754713,0.114999286851,0.00260186537963,0.000299554946936,0.000446941642191,1
ssebcokqfmsta.net,ssebcokqfmsta,3.57246945877,0.122319510787,0.0103513272041,0.000299554946936,0.000446941642191,1
tgfdggxlrnfia.biz,tgfdggxlrnfia,3.57246945877,0.101936808401,0.00704800459361,0.000299554946936,0.000446941642191,1
txoywewexroks.ru,txoywewexroks,3.375,0.111154147134,0.00655201846313,0.000299554946936,0.000446941642191,1
ulpbbvkyksbyc.org,ulpbbvkyksbyc,3.57246945877,0.0879670708442,0.00161290823192,0.000299554946936,0.000446941642191,1
dggpivdferbdy.co.uk,dggpivdferbdy,3.7871439607,0.104928938837,0.0044033068698,0.000299554946936,0.000446941642191,1
qihdcqjoashra.info,qihdcqjoashra,3.61436944589,0.105042977511,0.001835494534,0.000299554946936,0.000446941642191,1
foqmilpyymixi.com,foqmilpyymixi,3.29277019394,0.0961296332997,0.00476707141606,0.000299554946936,0.000446941642191,1
sqracgviunoma.net,sqracgviunoma,3.8521687236,0.121914266214,0.00944484227189,0.000299554946936,0.000446941642191,1
ywknvoavveoxg.biz,ywknvoavveoxg,3.69011651759,0.0920941304539,0.00102841965943,0.000299554946936,0.000446941642191,1
mylbpjgfrfumh.ru,mylbpjgfrfumh,3.5,0.0935674286649,0.00712728433626,0.000299554946936,0.000446941642191,1
bfukvempqyvsi.org,bfukvempqyvsi,3.96981578243,0.100334239208,0.00516923431642,0.000299554946936,0.000446941642191,1
ohvxpysymacha.co.uk,ohvxpysymacha,3.61634856608,0.108884044417,0.00394137378315,0.000299554946936,0.000446941642191,1
lcooyhdedkjyy.info,lcooyhdedkjyy,3.53049305676,0.103601773041,0.00354107315862,0.000299554946936,0.000446941642191,1
mppqdchsyrgfi.com,mppqdchsyrgfi,3.73452166478,0.0998974710865,0.00652887303491,0.000299554946936,0.000446941642191,1
nkylywpxxfqti.net,nkylywpxxfqti,3.61687460596,0.094202705535,0.00309359487963,0.000299554946936,0.000446941642191,1
oxandrtmtmnai.biz,oxandrtmtmnai,3.49922754713,0.111030985367,0.00452825671029,0.000299554946936,0.000446941642191,1
hssmmaauuwwtu.ru,hssmmaauuwwtu,3.0,0.0999611698315,0.00340033831344,0.000299554946936,0.000446941642191,1
igtoquejqetae.org,igtoquejqetae,3.33717534112,0.112524158889,0.00432854979703,0.000299554946936,0.000446941642191,1
jbdjmpmopreow.co.uk,jbdjmpmopreow,3.57661764491,0.103691374856,0.00305253613148,0.000299554946936,0.000446941642191,1
koelqkqdlybuw.info,koelqkqdlybuw,3.725480557,0.0919031971312,0.00291259940452,0.000299554946936,0.000446941642191,1
lusvufeisbmpl.com,lusvufeisbmpl,3.61687460596,0.101677614787,0.00408459166277,0.000299554946936,0.000446941642191,1
yynhbwtucfcvd.net,yynhbwtucfcvd,3.61687460596,0.0883596082511,0.0010163592064,0.000299554946936,0.000446941642191,1
madtpojjforoe.biz,madtpojjforoe,3.69011651759,0.125777896487,0.00968543057369,0.000299554946936,0.000446941642191,1
aexfvgyvoshuf.ru,aexfvgyvoshuf,3.625,0.0969780810338,0.00643753283924,0.000299554946936,0.000446941642191,1
jfwrykmnmnbsa.org,jfwrykmnmnbsa,3.73452166478,0.0938987110127,0.00199148230505,0.000299554946936,0.000446941642191,1
wjrdfccavrqyr.co.uk,wjrdfccavrqyr,3.64214988164,0.0958713357032,0.00263520898504,0.000299554946936,0.000446941642191,1
kkhpttroybgra.info,kkhpttroybgra,3.725480557,0.108725530661,0.0043595877276,0.000299554946936,0.000446941642191,1
xocbalhbifvxb.com,xocbalhbifvxb,3.45482239995,0.0978222115895,0.00137196521091,0.000278158165012,0.000446941642191,1
pebkyqaramkvd.net,pebkyqaramkvd,3.73452166478,0.112222770965,0.00669851749542,0.000299554946936,0.000446941642191,1
qtvoqinmjlfgd.biz,qtvoqinmjlfgd,3.8521687236,0.0973113183302,0.00065117578332,0.000299554946936,0.000446941642191,1
qjlitafsmapuv.ru,qjlitafsmapuv,3.75,0.10923642392,0.00249385338125,0.000299554946936,0.000446941642191,1
rygmlrsnvykff.org,rygmlrsnvykff,3.45482239995,0.089576400902,0.00311266103698,0.000299554946936,0.000446941642191,1
nofgdviwtyyyd.co.uk,nofgdviwtyyyd,3.6818808028,0.0943243196351,0.00337985327927,0.000299554946936,0.000446941642191,1
oeakunvrdxtjd.info,oeakunvrdxtjd,3.83659166811,0.0965022953949,0.00240490754022,0.000299554946936,0.000446941642191,1
otpexfnxgmexd.com,otpexfnxgmexd,3.45482239995,0.0979533560645,0.0023107295909,0.000299554946936,0.000446941642191,1
pjkipwbsplyim.net,pjkipwbsplyim,3.69011651759,0.098304513724,0.00536574875682,0.000299554946936,0.000446941642191,1
auhhfqtuocxty.biz,auhhfqtuocxty,3.73452166478,0.096613483102,0.00683836554258,0.000299554946936,0.000446941642191,1
nycsllaeubcea.ru,nycsllaeubcea,3.375,0.108920699705,0.00355127133581,0.000299554946936,0.000446941642191,1
cdrefayidjvgb.org,cdrefayidjvgb,3.73452166478,0.103774134351,0.00654270708396,0.000299554946936,0.000446941642191,1
phmplufrjiaqs.co.uk,phmplufrjiaqs,3.93213803976,0.108229543885,0.00578343062247,0.000299554946936,0.000446941642191,1
xfldjvcaiomwn.info,xfldjvcaiomwn,3.725480557,0.101133243031,0.00105156508765,0.000299554946936,0.000446941642191,1
ljgopqijonqho.com,ljgopqijonqho,3.38158048831,0.104357849449,0.00322058435555,0.000299554946936,0.000446941642191,1
anvajfhnwvkjw.net,anvajfhnwvkjw,3.33717534112,0.0987491830962,0.00660221123085,0.000299554946936,0.000446941642191,1
nrqlpanwduoto.biz,nrqlpanwduoto,3.8521687236,0.110892021097,0.00459627411813,0.000299554946936,0.000446941642191,1
eepvjcpsvnken.ru,eepvjcpsvnken,3.32781953111,0.104094583025,0.00494975180741,0.000278158165012,0.000446941642191,1
ftkabwthchqkw.org,ftkabwthchqkw,3.61687460596,0.0968172865035,0.00383407122318,0.000299554946936,0.000446941642191,1
gmasjlugkuiqp.co.uk,gmasjlugkuiqp,3.6818808028,0.100559139764,0.00401710633373,0.000299554946936,0.000446941642191,1
hcuwbgyuqoowp.info,hcuwbgyuqoowp,3.68354236243,0.0910892053679,0.00316445004113,0.000299554946936,0.000446941642191,1
cotrnhxxpayhn.com,cotrnhxxpayhn,3.49922754713,0.11023141135,0.00778262807026,0.000299554946936,0.000446941642191,1
deovfccmvtfnw.net,deovfccmvtfnw,3.38158048831,0.0933367447188,0.00488510423202,0.000299554946936,0.000446941642191,1
eweonqdlehwtw.biz,eweonqdlehwtw,3.52806431158,0.103734791008,0.00405860848089,0.000299554946936,0.000446941642191,1
fmysflhakbdaw.ru,fmysflhakbdaw,3.75,0.0963156792506,0.00407049157431,0.000299554946936,0.000446941642191,1
yjuylchneaqgk.org,yjuylchneaqgk,3.8521687236,0.100215476074,0.00138402566393,0.000299554946936,0.000446941642191,1
mnpkrtwanegmc.co.uk,mnpkrtwanegmc,3.72161172397,0.112665485389,0.00730428922031,0.000299554946936,0.000446941642191,1
aofwgrtbwfmwk.info,aofwgrtbwfmwk,3.53049305676,0.0951041812524,0.00602295476665,0.000299554946936,0.000446941642191,1
nsaimjjngjcdl.com,nsaimjjngjcdl,3.45482239995,0.101884676436,0.00325277512354,0.000299554946936,0.000446941642191,1
uaywyhrrclxag.net,uaywyhrrclxag,3.73452166478,0.0928357891154,0.00176526013111,0.000299554946936,0.000446941642191,1
ietifyhelpngx.biz,ietifyhelpngx,3.69011651759,0.111949159604,0.00476769217467,0.000299554946936,0.000446941642191,1
vfjutwefuqtqy.ru,vfjutwefuqtqy,3.32781953111,0.0915523652965,0.00214995311055,0.000278158165012,0.000446941642191,1
jjegaotreujwa.org,jjegaotreujwa,3.2195282823,0.111357380343,0.00298070549216,0.000299554946936,0.000446941642191,1
dsdnpndwllomc.co.uk,dsdnpndwllomc,3.47135448701,0.103094219486,0.00420058484329,0.000299554946936,0.000446941642191,1
eixrhfqrukjwc.info,eixrhfqrukjwc,3.83659166811,0.0890520673705,0.00359259612336,0.000299554946936,0.000446941642191,1
exnlkdpkeqkdc.com,exnlkdpkeqkdc,3.45482239995,0.0917002897478,0.00383735237584,0.000299554946936,0.000446941642191,1
fnipcudfnpfnl.net,fnipcudfnpfnl,3.2195282823,0.0956465980594,0.00374166686989,0.000299554946936,0.000446941642191,1
yjhldsnbjwvgj.biz,yjhldsnbjwvgj,3.69011651759,0.0845261982267,0.00102930645744,0.000299554946936,0.000446941642191,1
aycpukbvsvqqj.ru,aycpukbvsvqqj,3.625,0.0896591603968,0.00599794706259,0.000278158165012,0.000446941642191,1
aorjxiaoccrwc.org,aorjxiaoccrwc,3.13071798793,0.103808183041,0.00627400728505,0.000256761383088,0.000446941642191,1
bemnpanjlbmhl.co.uk,bemnpanjlbmhl,3.72161172397,0.108324114528,0.00612103462725,0.000299554946936,0.000446941642191,1
njjkvnwdadsai.info,njjkvnwdadsai,3.46132014021,0.0994523129772,0.00362647180758,0.000299554946936,0.000446941642191,1
bnevcidmgcwkj.com,bnevcidmgcwkj,3.69011651759,0.0983264254407,0.00483109823283,0.000299554946936,0.000446941642191,1
prthvdjwuxaur.net,prthvdjwuxaur,3.73452166478,0.103764033782,0.00634539452535,0.000299554946936,0.000446941642191,1
dvoscxpgbwefj.biz,dvoscxpgbwefj,3.96981578243,0.0931723661159,0.00391911515294,0.000299554946936,0.000446941642191,1
janijshhxoate.ru,janijshhxoate,3.625,0.122957801536,0.00490221943374,0.000299554946936,0.000446941642191,1
weitpnnqeneef.org,weitpnnqeneef,3.33717534112,0.109667571564,0.00419756973004,0.000299554946936,0.000446941642191,1
lixfjitbsjhog.co.uk,lixfjitbsjhog,3.82687488186,0.104632519741,0.00452054156755,0.000299554946936,0.000446941642191,1
ymsqpdakyilyx.info,ymsqpdakyilyx,3.79465347354,0.0930494487167,0.0013931596835,0.000299554946936,0.000446941642191,1
rsryaysbhofkw.com,rsryaysbhofkw,3.61687460596,0.0973268764636,0.00336584187061,0.000299554946936,0.000446941642191,1
simdrtwpnilqg.net,simdrtwpnilqg,3.73452166478,0.107419299107,0.00869363567234,0.000299554946936,0.000446941642191,1
tbcvaofucjmfg.biz,tbcvaofucjmfg,3.73452166478,0.0940785662928,0.00578715517413,0.000299554946936,0.000446941642191,1
uqwarjjjidslg.ru,uqwarjjjidslg,3.45281953111,0.0992112840942,0.00210153393887,0.000299554946936,0.000446941642191,1
njvwnedffamee.org,njvwnedffamee,3.57246945877,0.116505656277,0.00461844406854,0.000299554946936,0.000446941642191,1
oyqbfyhtltskn.co.uk,oyqbfyhtltskn,3.72161172397,0.0933067688388,0.00212849259856,0.000299554946936,0.000446941642191,1
prgtntpyautyg.info,prgtntpyautyg,3.46132014021,0.102251880966,0.00652364092662,0.000299554946936,0.000446941642191,1
qhbxfotngoafg.com,qhbxfotngoafg,3.57246945877,0.0973737952323,0.000911007602076,0.000299554946936,0.000446941642191,1
ognukcgwjagli.net,ognukcgwjagli,3.69011651759,0.0988081573818,0.00249598169649,0.000299554946936,0.000446941642191,1
ciogktvxaqpba.biz,ciogktvxaqpba,3.73452166478,0.103515836754,0.00666561728901,0.000299554946936,0.000446941642191,1
phlkgllxbknkb.ru,phlkgllxbknkb,3.28063906223,0.0927060293957,0.00518377780389,0.000299554946936,0.000446941642191,1
djmvgdbyrbwac.org,djmvgdbyrbwac,3.61687460596,0.0917309987336,0.00389933955718,0.000299554946936,0.000446941642191,1
mqrqoufbwvoni.co.uk,mqrqoufbwvoni,3.6818808028,0.104131645594,0.00687853749271,0.000299554946936,0.000446941642191,1
asscomucnmxda.info,asscomucnmxda,3.50325833478,0.114694803592,0.00893236169831,0.000299554946936,0.000446941642191,1
nrpgkekcogvmi.com,nrpgkekcogvmi,3.49922754713,0.0992929032023,0.00302983410226,0.000299554946936,0.000446941642191,1
btqrkvadfwfcj.net,btqrkvadfwfcj,3.8521687236,0.0919810692543,0.00480032634167,0.000299554946936,0.000446941642191,1
wcvtbmyjyqlbi.biz,wcvtbmyjyqlbi,3.57246945877,0.0894434643907,0.00263662786186,0.000299554946936,0.000446941642191,1
xpwtlemppwrui.ru,xpwtlemppwrui,3.32781953111,0.097722509206,0.00169564648684,0.000299554946936,0.000446941642191,1
xdtjwvekqbsab.org,xdtjwvekqbsab,3.96981578243,0.092328154104,0.00114982230785,0.000299554946936,0.000446941642191,1
yqujhnrqhhytk.co.uk,yqujhnrqhhytk,3.47135448701,0.0852566159333,0.000982306162581,0.000299554946936,0.000446941642191,1
umapffxnmmtdw.info,umapffxnmmtdw,3.53049305676,0.0951043441648,0.00185260973571,0.000299554946936,0.000446941642191,1
vabppwltdsaww.com,vabppwltdsaww,3.57246945877,0.0933533617827,0.00240020751074,0.000299554946936,0.000446941642191,1
vnxfbodoewbcw.net,vnxfbodoewbcw,3.49922754713,0.0916497054503,0.00231551830019,0.000299554946936,0.000446941642191,1
wbyflgquudhvg.biz,wbyflgquudhvg,3.73452166478,0.0884372360056,0.0025513178927,0.000278158165012,0.000446941642191,1
uxekienttofnq.ru,uxekienttofnq,3.5,0.106761866152,0.00442822589406,0.000299554946936,0.000446941642191,1
iafviytolkdhr.org,iafviytolkdhr,3.73452166478,0.10627394354,0.00371373273238,0.000299554946936,0.000446941642191,1
wccphnshnhvas.co.uk,wccphnshnhvas,3.43162356585,0.109619593864,0.00347890861768,0.000299554946936,0.000446941642191,1
kedbhiycfdttk.info,kedbhiycfdttk,3.61436944589,0.0952763796501,0.00287482180902,0.000299554946936,0.000446941642191,1
siigmwmxhknpq.com,siigmwmxhknpq,3.69011651759,0.0942399310164,0.00835514486954,0.000299554946936,0.000446941642191,1
gkjrmrssygljr.net,gkjrmrssygljr,3.45482239995,0.0959373152217,0.00346108397756,0.000299554946936,0.000446941642191,1
umgllgrlbdeca.biz,umgllgrlbdeca,3.57246945877,0.109426624137,0.00243559075158,0.000299554946936,0.000446941642191,1
iohwlbxgsycvr.ru,iohwlbxgsycvr,3.875,0.0944779460201,0.00342667621453,0.000299554946936,0.000446941642191,1
dtmjyogrjfyht.org,dtmjyogrjfyht,3.38158048831,0.0963276533114,0.00409798231281,0.000299554946936,0.000446941642191,1
ehnjjjkubqqwd.co.uk,ehnjjjkubqqwd,3.57661764491,0.0891602411983,0.00356953937494,0.000299554946936,0.000446941642191,1
fxkoxxlfdxptv.info,fxkoxxlfdxptv,3.3502090291,0.0879012542381,0.00397347587133,0.000299554946936,0.000446941642191,1
glloispiujhjv.com,glloispiujhjv,3.61687460596,0.102105178358,0.004271794724,0.000299554946936,0.000446941642191,1
beqfdhfvwbhji.net,beqfdhfvwbhji,3.61687460596,0.091294474981,0.00547828342508,0.000299554946936,0.000446941642191,1
crrfncjyomyyr.biz,crrfncjyomyyr,3.41041725276,0.100101600313,0.00634707944158,0.000299554946936,0.000446941642191,1
diokcqkjqtxvr.ru,diokcqkjqtxvr,3.625,0.0969953497472,0.00485583989749,0.000299554946936,0.000446941642191,1
evpkmlomifplr.org,evpkmlomifplr,3.49922754713,0.103526263147,0.00449650934131,0.000299554946936,0.000446941642191,1
cupxbylihtqjm.co.uk,cupxbylihtqjm,3.93213803976,0.0974387158203,0.00629129984636,0.000278158165012,0.000446941642191,1
pwqjbqbjxkaye.info,pwqjbqbjxkaye,3.83659166811,0.0981384245411,0.00511239056358,0.000256761383088,0.000446941642191,1
dvnnwoxvgoprm.com,dvnnwoxvgoprm,3.45482239995,0.0968122362194,0.00404326687521,0.000299554946936,0.000446941642191,1
qxoywgnwwfyhn.net,qxoywgnwwfyhn,3.41041725276,0.0873620956789,0.000508933381516,0.000299554946936,0.000446941642191,1
xltvoriyygeet.biz,xltvoriyygeet,3.61687460596,0.112591523163,0.00295977705898,0.000299554946936,0.000446941642191,1
lnuhojxapwntl.ru,lnuhojxapwntl,3.625,0.0994507653095,0.00320187291741,0.000299554946936,0.000446941642191,1
ymrlkhumxbdmm.org,ymrlkhumxbdmm,3.49922754713,0.0888890735229,0.00111248811136,0.000299554946936,0.000446941642191,1
moswkyknormcn.co.uk,moswkyknormcn,3.32636040795,0.110259187913,0.00818213057657,0.000299554946936,0.000446941642191,1
kqxwrjeuwkvym.info,kqxwrjeuwkvym,3.94770277922,0.0860688156603,0.00247398910569,0.000299554946936,0.000446941642191,1
leywcbrbnqcsm.com,leywcbrbnqcsm,3.57246945877,0.095303830388,0.00388692438495,0.000299554946936,0.000446941642191,1
lrvmnyqivfuhm.net,lrvmnyqivfuhm,3.73452166478,0.08954561046,0.00305085121525,0.000299554946936,0.000446941642191,1
mfwmxqeomlbbv.biz,mfwmxqeomlbbv,3.52806431158,0.0917775916775,0.00628145638838,0.000299554946936,0.000446941642191,1
ghcufcblowjti.ru,ghcufcblowjti,3.75,0.102122854352,0.00523397057161,0.000299554946936,0.000446941642191,1
huduptorfdpni.org,huduptorfdpni,3.49922754713,0.107688023096,0.005320965457,0.000299554946936,0.000446941642191,1
hiakbrnynricb.co.uk,hiakbrnynricb,3.51108540818,0.106292026815,0.00429999490091,0.000299554946936,0.000446941642191,1
ivbkljbfexovk.info,ivbkljbfexovk,3.50325833478,0.0918186456001,0.00341177800785,0.000299554946936,0.000446941642191,1
